



"Name","Beitrags-ID","Themenschwerpunkte","Ort","Textkörper","Personenkategorie","Länder & Regionen"
"Carolyn Fornoff","10092","","","","Autor*in",""
"Birgit Krug","10278","Musik","","","Autor*in",""
"Julio Valladolid Rivera","10741","","","","Autor*in","Peru"
"Pedro Santana Rodríguez","10766","","","","Autor*in","Kolumbien"
"Viviane de Santana Paulo","10770","","","","Autor*in","Brasilien"
"Gabriel Engelbart","11158","","","","Autor*in","Kolumbien"
"Universität UCA","11213","","","","Autor*in","El Salvador"
"Edgardo Lander","11860","","","","Autor*in","Venezuela"
"Aldo Marchesi","11862","","","","Autor*in","Uruguay"
"Martín Bergel","11864","","","","Autor*in","Argentinien"
"Franklin Ramírez Gallegos","11866","","","","Autor*in","Ecuador"
"Karen Gil","11878","","","","Autor*in","Bolivien"
"Néstor García","12031","","","","Autor*in",""
"Elizabeth Patiño Durán","12128","Kinderrechte","","","Autor*in","Bolivien"
"Martha Noya","12285","","","","Autor*in","Bolivien"
"Sven Peterke","12445","","","","Autor*in","Brasilien"
"Gaston Kirsche","12453","","","","Autor*in",""
"Fabio Freiberg","12456","","","","Autor*in",""
"Klaus Piel","12563","Gesundheit","","","Autor*in","Cuba"
"Liseth Atamain","12571","","","","Autor*in","Peru"
"Kai Kaschinski","12713","Umweltschutz","","","Autor*in",""
"Christopher Raue","12730","","","","Autor*in",""
"Helmut Schneider","12734","","","","Autor*in",""
"Robert Cohen","12820","","","","Autor*in","Brasilien"
"Eduardo Llumipanta","12825","","","","Autor*in","Ecuador"
"Deysi Janeth  Caicedo Machado","13107","","","","Autor*in","Kolumbien"
"Günther Schulz","13200","","","","Autor*in","Brasilien"
"Stephanie Demirdjian","13213","","","","Autor*in","Argentinien"
"Mari Giraldo","13224","","","","Autor*in","Kolumbien"
"Ursula Prutsch","13338","","","","Autor*in",""
"Camila Bravo","13525","","","","Autor*in","Nicaragua"
"Aleja Cuevas","13758","","","","Autor*in","Bolivien"
"Martin Steffens","13766","","","","Autor*in",""
"Lis Cunha","14100","Welthandel","","","Autor*in","Lateinamerika, EU"
"Rika Graber","14285","","","","Autor*in",""
"Jerónimo Centurión","14288","Küche, Kochen, Gastronomie","","","Autor*in","Peru"
"Werner Huffer-Kilian","14398","Kirche","","","Autor*in","Deutschland, Lateinamerika"
"Ximena Goecke","14411","Geschichte","","","Autor*in","Chile"
"Grissel G. G. Estrada","14458","","","","Autor*in",""
"Alma Delia Vanegas González","14459","","","","Autor*in",""
"Ulrich Winter","14578","","","","Autor*in","Lateinamerika"
"Melissa Kögler","14583","","","","Ständige Mitarbeiter*in",""
"Simon Hirzel","14584","","","","Redaktionsmitglied",""
"Lorena Orbach","14818","","","","Ständige Mitarbeiter*in",""
"Jari Bertolini","14822","","","","Redaktionsmitglied",""
"Gabriela Reyes-Duque","14832","","","","Autor*in","Kolumbien"
"Sheily Altamar-Jiménez","14833","","","","Autor*in","Kolumbien"
"Emanuelle Freitag Góes","14941","Rassismus, Frauenrechte","","","Autor*in","Brasilien"
"Stalin Herrera","15038","","","","Autor*in","Ecuador"
"Anahí Macaroff","15039","","","","Autor*in","Ecuador"
"Susana Isabel Velázquez Quesada","15139","","","","Autor*in","Mexiko"
"Yannick Deniau","15140","","","","Autor*in","Mexiko"
"Peter Bakker","15201","","","","Autor*in","Guyana"
"Gruppe Asamblea Berlin","15203","","Bonn","","Autor*in","Deutschland"
"Luciana Carvalho Fonseca","15205","","","","Autor*in","Brasilien"
"Carla Vázquez","15207","","","","Autor*in","Mexiko"
"Mauricio Marín Sacristán","15381","","","","Autor*in","Kolumbien"
"Laura May","15383","","","","Autor*in","Argentinien"
"Dalila Sarabia","15538","","","","Autor*in","Mexiko"
"Ximena Juárez Villalpando","15572","","","","Autor*in",""
"Joyce Souza Maldonado","15623","","","","Autor*in","Brasilien"
"Valerie Systermans","15690","","","","Redaktionsmitglied",""
"Elias Korte","15705","","","","Autor*in","Kolumbien"
"Miriam Blaimer","15729","","","","Autor*in","Peru"
"Charlotte Fischer","15733","","","","Redaktionsmitglied",""
"Pilar Castillo","15734","","","","Autor*in","Kolumbien"
